# Unfolded band structure from postprocessed wavefunction file
# k-index, k on path (A^-1), energy, weight 
#
  0.00000000   0.00000000  -5.62826984   0.49620530
  0.00000000   0.00000000  -5.18953941   0.00014339
  0.00000000   0.00000000  -4.68214008   0.50325078
  0.00000000   0.00000000  -2.40010569   0.51143074
  0.00000000   0.00000000  -2.20359955   0.00009922
  0.00000000   0.00000000  -2.07319129   0.48858032
  0.00000000   0.00000000   3.87309360   0.98968923
  0.00000000   0.00000000   3.95540311   0.00000092
  0.00000000   0.00000000   3.95741757   0.00056265
  0.00000000   0.00000000   3.95759901   0.00043298
  0.00000000   0.00000000   4.04407679   1.00861382
  0.00000000   0.00000000   6.07733069   0.49639413
  0.00000000   0.00000000   6.45382511   0.00612869
  0.00000000   0.00000000   6.83152333   0.49603075
  0.00000000   0.00000000   8.65844334   0.95209658
  0.00000000   0.00000000   8.87434268   0.01124856
  0.00000000   0.00000000   8.88995358   0.00000464
  0.00000000   0.00000000   8.90077044   0.01004908
  0.00000000   0.00000000   9.11875323   1.02654862
  0.00000000   0.00000000  12.74542342   0.64012724
  0.00000000   0.00000000  12.78932825   0.00599625
  0.00000000   0.00000000  12.82746198   0.35407799
  0.00000000   0.00000000  15.97251308   0.67641121
  0.00000000   0.00000000  16.33777308   0.25191510
  0.00000000   0.00000000  16.37511547   0.00004845
  0.00000000   0.00000000  16.54491872   0.55208552
  0.00000000   0.00000000  16.64854517   0.33230835
  0.00000000   0.00000000  16.71148721   0.36756939
  0.00000000   0.00000000  16.86755400   0.41524956
  0.00000000   0.00000000  16.88455383   0.74892431
  0.00000000   0.00000000  17.04860565   0.01607629
  0.00000000   0.00000000  17.26236563   0.80670643
  0.00000000   0.00000000  17.38127862   0.05230871
  0.00000000   0.00000000  17.47016327   0.00004770
  0.00000000   0.00000000  17.87232413   0.76992071
  0.00000000   0.00000000  18.04909413   0.49102303
  0.00000000   0.00000000  18.27370031   0.00507764
  0.00000000   0.00000000  18.44231312   0.49752304
  0.00000000   0.00000000  24.73750114   0.36317152
  0.00000000   0.00000000  25.21960264   0.01457343
  0.00000000   0.00000000  25.39486704   0.55620652
  0.00000000   0.00000000  25.48457495   0.65391749
  0.00000000   0.00000000  25.65175491   0.04524819
  0.00000000   0.00000000  26.25211170   0.37369967
  0.00000000   0.00000000  26.79625780   0.82276261
  0.00000000   0.00000000  26.99971173   0.02847213
  0.00000000   0.00000000  27.01335825   0.23699597
  0.00000000   0.00000000  27.03818999   0.00004649
  0.00000000   0.00000000  27.31192029   0.90706897
  0.00000000   0.00000000  28.25637233   0.89392728
  0.00000000   0.00000000  28.34003117   0.00004388
  0.00000000   0.00000000  28.35194406   0.42901140
  0.00000000   0.00000000  28.36015338   0.01094832
  0.00000000   0.00000000  28.41609878   0.65903115
  0.00000000   0.00000000  31.13697429   0.63007820
  0.00000000   0.00000000  31.24135219   0.25902241
  0.00000000   0.00000000  31.61890790   0.18731472
  0.00000000   0.00000000  31.82952251   0.29455212
  0.00000000   0.00000000  31.83023594   0.29709578
  0.00000000   0.00000000  32.00043974   0.00143947
  0.00000000   0.00000000  32.39541078   0.12755097
  1.00000000   0.04554996  -5.63874408   0.51177847
  1.00000000   0.04554996  -5.18662548   0.00014279
  1.00000000   0.04554996  -4.69886979   0.48564157
  1.00000000   0.04554996  -2.37292516   0.45895061
  1.00000000   0.04554996  -2.19586521   0.00010111
  1.00000000   0.04554996  -2.04886944   0.54450893
  1.00000000   0.04554996   3.85208858   0.63772893
  1.00000000   0.04554996   3.89273603   0.00136430
  1.00000000   0.04554996   3.91468482   0.19143391
  1.00000000   0.04554996   3.94019482   0.00000093
  1.00000000   0.04554996   4.03361502   1.15828037
  1.00000000   0.04554996   6.11781955   0.53427309
  1.00000000   0.04554996   6.51758192   0.00668179
  1.00000000   0.04554996   6.86017350   0.45468867
  1.00000000   0.04554996   8.65404739   0.90559357
  1.00000000   0.04554996   8.88471004   0.01037805
  1.00000000   0.04554996   8.90284640   0.01208164
  1.00000000   0.04554996   8.91849770   0.00000462
  1.00000000   0.04554996   9.11048523   1.07162881
  1.00000000   0.04554996  12.76151742   0.77472711
  1.00000000   0.04554996  12.82403292   0.00650993
  1.00000000   0.04554996  12.85246221   0.21870942
  1.00000000   0.04554996  15.85412290   0.71510696
  1.00000000   0.04554996  16.08038351   0.11366532
  1.00000000   0.04554996  16.27165563   0.63673496
  1.00000000   0.04554996  16.37169023   0.00004835
  1.00000000   0.04554996  16.53072122   0.72494096
  1.00000000   0.04554996  16.56296453   0.43013787
  1.00000000   0.04554996  16.83336853   0.17141999
  1.00000000   0.04554996  16.88860486   0.32126898
  1.00000000   0.04554996  17.18185648   0.25777408
  1.00000000   0.04554996  17.48336342   0.00004787
  1.00000000   0.04554996  17.51082753   0.63211036
  1.00000000   0.04554996  17.55035758   0.05716137
  1.00000000   0.04554996  17.96309216   0.90507269
  1.00000000   0.04554996  18.22453587   0.42444578
  1.00000000   0.04554996  18.39018234   0.02861554
  1.00000000   0.04554996  18.52558105   0.54996449
  1.00000000   0.04554996  24.52162058   0.70743579
  1.00000000   0.04554996  25.00168652   0.25666398
  1.00000000   0.04554996  25.09465339   0.01972836
  1.00000000   0.04554996  25.75686244   0.04731377
  1.00000000   0.04554996  25.86496706   0.29733834
  1.00000000   0.04554996  26.45594854   0.66074818
  1.00000000   0.04554996  26.55948576   1.09414911
  1.00000000   0.04554996  26.89985471   0.00004471
  1.00000000   0.04554996  26.94460864   0.40898138
  1.00000000   0.04554996  27.02550854   0.05539870
  1.00000000   0.04554996  27.26584678   0.46429262
  1.00000000   0.04554996  28.16897922   0.24101704
  1.00000000   0.04554996  28.35842676   0.01345582
  1.00000000   0.04554996  28.45388200   0.54632795
  1.00000000   0.04554996  28.47090301   0.00004550
  1.00000000   0.04554996  28.72961348   1.17992640
  1.00000000   0.04554996  30.96323684   0.74387306
  1.00000000   0.04554996  31.24014457   0.25430104
  1.00000000   0.04554996  31.55911006   0.10977592
  1.00000000   0.04554996  31.78431271   0.25615174
  1.00000000   0.04554996  31.78468665   0.25803709
  1.00000000   0.04554996  31.86236051   0.00041693
  1.00000000   0.04554996  32.21423881   0.09929449
  2.00000000   0.09109992  -5.67144420   0.55704492
  2.00000000   0.09109992  -5.17786108   0.00014137
